source	target	note	status
第２予選は春爛漫が勝ちましたけど、<br>ちびリリィちゃんの様子が気になります。心ここにあらずというか、不安そうというか。本人は気にしないでいいと言っていますけど、心配です。	第二轮预选是春烂漫赢了，<br>但很在意小巧莉莉小姐的样子。可以说是心不在焉，也可以说是看起来很不安。她本人说不用在意，但我很担心。		
すべての予選が終わりました。どのチームも素晴らしいステージを見せてくれましたし、順位をつけるのは難しいですね。できれば全チーム優勝としたいところですが……おや？　控室に誰かいらっしゃったみたいですよ。	所有预选都结束了。每个队伍都展现了精彩的舞台，很难排名呢。如果能全队优胜就好了……哦呀？后台好像有人来了。		
冥王さま、ちびリリィちゃんを見ませんでしたか？　さっきからずっと探してるんですけど、見当たらなくて。なんだか、ものすごく嫌な予感がするんです。気にしすぎならいいんですけど……もう１回探してきます。	冥王大人，您看到小巧莉莉小姐了吗？我从刚才一直在找，但没找到。总觉得，有种非常不好的预感。如果是我多虑就好了……我再去找一次。		
先ほどは心配をおかけしました。ちびリリィちゃんはもう大丈夫です。きっといつも以上に、元気いっぱいな姿を見せてくれるはずです。もしかしたら、全員に勝っちゃうかもしれませんよ？	刚才让您担心了。小巧莉莉小姐已经没事了。她一定会展现出比平时更精神饱满的样子。说不定，她会赢过所有人哦？		
ちびリリィちゃんも皆さんも、素晴らしいライブを見せてくれました。まだ熱狂の余韻が心に残っている気がします。これで全プログラムが終わったはずですが……え、フェスはまだ終わらない？どういうことですか？	小巧莉莉小姐和大家，都展现了精彩的演唱会。感觉热情的余韵还留在心里。这样应该全部节目都结束了……诶，祭典还没结束？怎么回事？		
そういえば、今日はＳｕｍｍｅｒＳｔａｒｓの皆さんが帰ってくる日でしたね。あっ、おかえりなさーい！　ふふっ、皆さんの顔を見たら旅行がいかに楽しかったか、わかりますねっ。……わたしたちにお土産？　やったー、ありがとうございます！　って、なんか荷物がひとりでに動いてますけど、何を買って来たんです？	说起来，今天是Summer Stars的各位回来的日子呢。啊，欢迎回来——！呵呵，看到大家的脸，就知道旅行有多开心了。……给我们带了特产？太好了，谢谢！啊，怎么行李在自己动，你们买了什么？		
ボードもコマも等身大で、とっても臨場感のあるボードゲームになりましたね、冥王さまっ！むむむっ、ベアトリーチェさんから指示が……なになに、目の前のモンスターを倒せ？　えっと、モンスターさんは一体どこに「グルルルッ！」おおっ、やる気満々ですね。わたしも負けないように気合入れていきますよー！	棋盘和棋子都是等身大，变成了非常有临场感的桌游呢，冥王大人！唔唔唔，贝阿特丽切小姐有指示……什么什么，打倒眼前的怪物？那个，怪物到底在哪里“咕噜噜！”哦哦，干劲十足呢。我也不输，打起精神来——！		
創立記念日が近づいてきましたね。今年は<br>アシュリーさんとわたしが企画担当です！<br>年に１度の特別な日を、皆さんにとって忘れられない思い出をするために、最高の計画を立ててみせます。<br>よーっし、やったりますよ～！	创立纪念日快到了呢。今年是<br>阿修莉小姐和我负责企划！<br>为了让一年一度的特别日子成为大家难忘的回忆，我会制定最棒的计划。<br>好——，我会加油干的～！		
今年は《深淵》の園でのキャンプをすることになりました！<br>満場一致で決まったのは意外でしたけど、皆さんが《深淵》を受け入れてくれているのが改めてわかって感無量です。<br>では皆さん、わたしたちの指示に従ってキャンプの準備を始めてください！	今年决定在《深渊》之园露营了！<br>虽然全票通过让我意外，但再次明白了大家接受《深渊》，我感慨万千。<br>那么各位，请按照我们的指示开始准备露营！		
えええええぇぇ！　どうしてアシュリーさんそっくりの銅像がこんなところに！？<br>《深淵》の記憶が再現された旧世界……<br>いったいどんな場所なんでしょうか。<br>気になることだらけですし、街を調査して手掛かりを見つけないとですね。	诶诶诶诶诶——！为什么会有和阿修莉小姐一模一样的铜像在这里！？<br>再现了《深渊》记忆的旧世界……<br>究竟是什么样的地方呢。<br>在意的事情太多了，必须调查街道寻找线索。		
拝まれたり泣かれたりしてたじたじの<br>アシュリーさんですけど、助けを求められたら応えずにはいられないのはいつも通りですね。<br>わたし、アシュリーさんのそういうところすごく尊敬してるんです！<br>さあ、人々を苦しめる悪の組織『黒御教団』を倒すため、冒険に出かけましょう！	虽然被拜被哭而招架不住的<br>阿修莉小姐，但被求助就无法置之不理这一点和平时一样呢。<br>我，非常尊敬阿修莉小姐的这一点！<br>好了，为了打倒让人们受苦的邪恶组织“黑御教团”，出发冒险吧！		
わたしの気持ち、アシュリーさんにしっかり伝わったみたいで良かったです。<br>というわけで！　やって来ました、教団本部があると噂の教皇庁の地下通路！<br>って、おやおや？　扉の前に誰かいますね。<br>いや、ん？　あの人ってもしかして……！？	我的心情似乎很好地传达给了阿修莉小姐，太好了。<br>那么！我们来到了，传说有教团总部的教皇厅的地下通道！<br>啊，哎呀呀？门前有人呢。<br>不，嗯？那个人难道是……！？		
こっちのクリスさんは強烈でしたねー。<br>ですが、これで後は教団のリーダーと言われている『黒御』さんを止めるだけ！<br>ついにラスボスとの対面。わたし、いつも以上に気合入っちゃってますよー！	这边的克丽丝小姐真是强烈呢——。<br>但是，这样一来接下来只要阻止被称为教团领袖的“黑御”先生就行了！<br>终于要和大BOSS见面了。我，比平时更来劲了——！		
まさか『黒御』さんの正体が、この世界のアシュリーさん……<br>アルテミアさんだったなんて。<br>でも、きっと何か理由があるはずです。<br>アシュリーさん、一緒にアルテミアさんを止めましょう！	没想到“黑御”先生的真面目，竟然是这个世界的阿修莉小姐……<br>阿尔忒弥亚小姐。<br>但是，一定有什么理由。<br>阿修莉小姐，我们一起阻止阿尔忒弥亚小姐吧！		
世界を救ったことで記憶の再現も終わったみたいですね。<br>いろいろと考えさせられる冒険でしたけど、ずっとしんみりしているわけにもいきません。<br>今日は創立記念日！　改めて、《深淵》の園でのキャンプを楽しみますよ！<br>ほら皆さん、準備してください！	因为拯救了世界，记忆的再现似乎也结束了呢。<br>虽然是一场让人深思的冒险，但不能一直沉浸在感伤中。<br>今天是创立纪念日！再次享受《深渊》之园的露营吧！<br>来，各位，请准备！		
楽しい創立記念の《深淵》キャンプも終わっちゃいましたね。ちょっぴりさみしいです……あっ、そうです。冥王さまっ！　<br>旧世界で行った場所が、こちらの世界ではどうなっているのか調べに行きませんか？　<br>何気ない景色も、今までとは違って見えるんじゃないでしょうか。<br>そうと決まれば、善は急げです！	愉快的创立纪念《深渊》露营也结束了呢。有点寂寞……啊，对了。冥王大人！<br>不去看看旧世界里去过的地方，在现在这个世界变成了什么样吗？<br>也许那些平凡的景色，也会和以前看起来不一样吧。<br>既然决定了，那就事不宜迟！		
・聖遺物調査報告書　<br>文責：クリスティン・ケトラ<br>この報告書は、ビート村での調査結果をまとめたものです。<br>今回の調査では、クレア・フィランドルさんに多大な協力を得ました。<br>この場を借りて、御礼申し上げます。	·圣遗物调查报告书<br>执笔：克莉丝汀·凯特拉<br>本报告书总结了在比特村的调查结果。<br>本次调查得到了克蕾雅·菲兰朵尔的大力协助。<br>在此借机表示感谢。		
ビート村で大型モンスターと遭遇したわたくしたちは、住民を守るため戦闘を開始しました。<br>しかしモンスターは強大であり、クレアさんを残して一時撤退することとなってしまったのです。	在比特村遭遇大型怪物的我们，为了保护居民开始了战斗。<br>但是怪物很强大，我们不得不留下克蕾雅小姐暂时撤退。		
調査対象であった『ミルンの盾』は、モンスターにより破壊されてしまいました。<br>本来でしたら調査を打ち切るところですが、村人たちの想いを汲み、盾の由来やミルンの人となりについて調べることにしました。	调查对象“米尔恩之盾”被怪物破坏了。<br>本来应该就此中止调查，但考虑到村民们的想法，我们决定调查盾牌的由来以及米尔恩这个人的为人。		
ミルンの情報を求めて、王都の酒場で聞き込みを行いました。<br>傭兵の皆さんは一癖も二癖もある方々ばかりでしたが、クレアさんの機転と勇気により、ミルンの関係者と接触できる見込みが立ちました。<br>蛇王団の本拠地へ向かいましょう。	为了寻找米尔恩的情报，我们在王都的酒馆进行了打听。<br>佣兵们都是些性格乖僻的人，但凭借克蕾雅小姐的机智和勇气，我们有望与米尔恩的相关人员接触。<br>前往蛇王团的本部吧。		
移動中に偶然通りかかった川で、クレアさんに滝行をレクチャーしました。<br>熱心に滝に打たれていらっしゃったようですが、きちんと煩悩は払えたのでしょうか……？	在移动途中偶然经过的河边，我教了克蕾雅小姐进行瀑布修行。<br>她似乎很热心地接受了瀑布冲击，但烦恼真的清除了吗……？		
「情報を教える代わりに俺と勝負しろ──」<br>蛇王団の団長はそう言って、剣を抜きました。<br>卑怯な手も使ってきましたが、結果はクレアさんの完勝。<br>無事にミルンの情報を聞き出すことに成功しました。	“想知道情报就和我决斗——”<br>蛇王团的团长说着，拔出了剑。<br>虽然也用了卑鄙的手段，但结果是克蕾雅小姐的完胜。<br>顺利打听出了米尔恩的情报。		
道中のことは割愛します。<br>あえて書くとするならば、わたくしは聖職者としてまだまだ未熟だということです。	途中的事情省略。<br>如果非要写的话，那就是我作为圣职者还远远不够成熟。		
激闘の末、ビート村を襲ったモンスターを討伐することができました。<br>一番の働きを見せたクレアさんには、村人たちが惜しみない賞賛を送っています。<br>まるでミルンの再来だという声も聞こえます。	激战过后，我们终于讨伐了袭击比特村的怪物。<br>村民们对表现最出色的克蕾雅小姐毫不吝啬地给予了赞美。<br>甚至有人说她简直就像米尔恩再世。		
クレアさんの盾が新たな伝承と共にビート村で語り継がれていくと思うと、何だか感慨深いですね。<br>村の方は皆さん優しくて、おみやげもいただいて……「スララッ！」って、スライムさんがいただいた砂糖ダイコーンを狙ってます！<br>もしかして甘党のスライムさん？　でもこれは大切なおみやげなので、ダメですっ！	想到克蕾雅小姐的盾会连同新的传说一起在比特村流传下去，总觉得感慨万千呢。<br>村里的人都很温柔，还给了我们特产……“史莱啦！”啊，史莱姆在瞄准我们收到的砂糖玉米！<br>难道你是嗜甜的史莱姆？但这是重要的特产，不行！		
さぁ、始まりました魔道車レース。冥王さまの車は……序盤を軽快な走りで駆け抜け、かなり上位に！　さすが、冥王さまです。<br>おおっと、機体が大きくよろけた！　マシンに異常がでてたまらずピットイン……が、どうやら他チーム整備班やモンスターからの妨害を受けているようですっ。<br>メカニックチーム、援護しますよ！	好了，魔导车大赛开始了。冥王大人的车……以轻快的行驶跑过序盘，相当靠前！真不愧是冥王大人。<br>哦哦，车身大幅摇晃了！因为机器出现异常，不得已进维修站……但看来是受到了其他队伍维修班或怪物的干扰。<br>机械师队伍，我们会支援！		
今日のパトリシアさんはご機嫌です。これから人間界へ奉仕活動に行くそうですよ。<br>休日まで奉仕活動だなんて聖職者の鑑じゃないですか。<br>え？　いろいろ苦労もあるらしい？　冥王さまいったいどういうことですか？	今天的帕特丽西雅小姐心情很好。听说她要去人间界进行志愿活动。<br>连休息日都去志愿活动，真是圣职者的典范。<br>诶？好像也有各种辛苦？冥王大人，这究竟是怎么回事？		
資格のせいで奉仕活動もできないなんて世知辛いですねえ。<br>ひらめいた！　《アイリス》にも階級制を導入したら新しい展開が生まれるのでは！？　<br>昇格試験とか落第とか、廃止されたはずのＳ級《アイリス》とか、愛のために階級を捨てる先輩とか……夢が広がりますね。	因为资格问题连志愿活动都不能做，真是世态炎凉呢。<br>灵光一闪！如果在《爱丽丝》中也引入等级制度，会不会产生新的展开！？<br>升级考试、不及格、本应废除的S级《爱丽丝》、为了爱情抛弃等级的前辈……梦想在扩展呢。		
考えてみたら、オリヴィエさんもクリスさんも天才なんですよね。<br>おふたりのサポートがあれば、パトリシアさんも合格間違いなしです！　<br>あれ？　パトリシアさんがオリヴィエさんを殴ったように見えたんですが。これってまさかの学級崩壊！？	仔细想想，奥莉薇耶小姐和克丽丝小姐都是天才呢。<br>有她们两人的支持，帕特丽西雅小姐也一定能合格！<br>咦？我看到帕特丽西雅小姐好像打了奥莉薇耶小姐。这难道是意外的学级崩坏！？		
《アイリス》イーツは出るわ、触手は出るわ、いったいなんの勉強なんでしょうか。<br>あ、瞑想のレッスンだったんですね。聖職者の皆さんって、真面目に見えて意外とバラエティ体質なんじゃ？	《爱丽丝》外卖出现、触手出现，这究竟是在学什么？<br>啊，原来是冥想的课程啊。圣职者们，看起来认真但意外地有综艺体质呢？		
ええっ！？　なんですかこれ、いいところで終わっちゃったじゃないですか！　<br>試験とかどうでもいいんで、オリヴィエさんとクリスさんの関係を追及してください！<br>……すみません、暴言を吐きました。（この後しっかりお説教されました）	诶诶！？这是什么，在关键时刻结束了吗！<br>考试什么的都无所谓，请追究奥莉薇耶小姐和克丽丝小姐的关系！<br>……对不起，我说了粗暴的话。（之后被狠狠说教了）		
礼拝って神官さんの晴れ舞台ですよね。アイドルで言えばステージみたいな。<br>怒られるかもしれませんけど、わたしもやってみたいです。ほわほわほわーーん（妄想中）<br>あ、だめです、トラブる未来しか見えませんでした。	礼拜是神官们的华丽舞台呢。相当于偶像的舞台。<br>虽然可能会被骂，但我也想试试。哇哇哇——（妄想中）<br>啊，不行，只看到了出问题的未来。		
パトリシアさんって、いつも元気でパワフルで鋼メンタルの人だと思ってました。<br>生まれつき強い人なんていなくて、みんな苦労しながら強くなっていくんですね。<br>さーて、いよいよ試験が迫ってきましたよ。これから一体どうなるんでしょうか？	帕特丽西雅小姐，我一直以为她是总是充满活力、精力充沛、拥有钢铁精神的人。<br>没有人生来就强大，大家都是经历辛苦才变强的呢。<br>好了，考试终于迫在眉睫了。接下来究竟会变成怎样呢？		
女教師、Ｆｕｕｕーーーっ！！　今さらですけど、オリヴィエさんの服ってなかなか際どいですよね。<br>はっ、わかりました！　よく教師は聖職だっていうじゃないですか？　<br>つまり聖職者は露出が多い理論がここでも実証されたってことです！　解散っ！	女教师，Fuuu——！！虽然现在才说，奥莉薇耶小姐的衣服真是相当暴露呢。<br>哈，我懂了！不是说教师是圣职吗？<br>也就是说圣职者暴露多的理论在这里也得到了证实！解散！		
パトリシアさん、試験合格おめでとうございます！　これで晴れて聖神官ですね……って、パトリシアさん？　<br>なにやら出かける準備してますけど……えっ、これから炊き出しとモンスター退治ですか！？　<br>聖神官になってもバリバリ奉仕活動されて流石です。あのっ、もしよければわたしたちもお手伝いさせてください！	帕特丽西雅小姐，恭喜考试合格！这样一来您就是圣神官了……啊，帕特丽西雅小姐？<br>您好像在准备出门……诶，接下来要去施粥和打怪物吗！？<br>即使成为了圣神官也精力充沛地进行志愿活动，真不愧是您。那个，如果可以的话，也请让我们帮忙！		
今日は朝からファムさん一緒に、部屋の掃除をしていました。<br>「部屋が汚いと、サンタさんがビックリしてしまうから」とかなんとか。<br>どうやらファムさんは、サンタ伝説を信じているようですね。うっかりサンタの正体を明かさないように気を付けないとです。	今天从早上开始就和法姆小姐一起打扫房间。<br>“房间脏的话，圣诞老人会吓一跳”什么的。<br>看来法姆小姐相信圣诞老人传说呢。得小心不要不小心暴露圣诞老人的真面目。		
あら～、可愛らしいサンタさんが２人も～。<br>おっとと、おばちゃんみたいな反応をしちゃいました。<br>でも本当によくお似合いですよね。わたしもお２人からクリスマスプレゼントが欲しいです！	哎呀～，有两位可爱的圣诞老人～。<br>哦哦，做出了像大妈一样的反应。<br>但是真的很适合你们呢。我也想要两人的圣诞礼物！		
あっという間にクリスマスイブを迎えました。<br>冥界全体がウキウキとした雰囲気に包まれている気がします。<br>ファムさんたちの準備も佳境のようですよ。ちょっと様子を見にいきませんか？	一转眼就到了圣诞夜。<br>感觉整个冥界都笼罩在欢快的气氛中。<br>法姆小姐她们的准备也进入佳境了。我们不去看看情况吗？		
冥王さま！　世界樹の様子がおかしい……って<br>冥王さま！？　顔が真っ青ですよ。それに息も苦しそうで……。<br>すぐにベアトリーチェさんを呼んできます。少しだけ耐えててください！	冥王大人！世界树的样子很奇怪……啊<br>冥王大人！？您的脸色发青。而且呼吸也很困难……。<br>我马上去叫贝阿特丽切小姐。请稍微忍耐一下！		
この猛吹雪の中、ファムさんたちは出発したそうです。<br>みなさんの気合の入った声が、通信装置から聞こえてきます。冥王さまも心配だとは思いますが、まずはご自身の身体を第一に考えてください。わたしとベアトリーチェさんが、つきっきりでお世話しますよ。	听说在这猛烈的暴风雪中，法姆小姐她们出发了。<br>从通讯装置里传来大家干劲十足的声音。虽然冥王大人也很担心，但请先以自己的身体为重。我和贝阿特丽切小姐会贴身照顾您的。		
ファムさんたち、１か所目の配達を終えたそうです。<br>こんなに天気が悪いのに諦めないなんて気合と根性の賜物ですね。<br>……でも、まだまだ配達先は残っています。このペースで間に合うのでしょうか？	听说法姆小姐她们完成了第一处配送。<br>天气这么恶劣还不放弃，真是毅力和韧性的体现呢。<br>……但是，还有配送目的地。照这个速度能来得及吗？		
うぅぅ……ファムさんの言葉、もらい泣きしちゃうぐらい、胸に響きました。<br>状況は最悪ですが、きっとみなさんならやり遂げると信じています。<br>どうかファムさんたちが笑顔で戻ってきますように。	呜呜……法姆小姐的话，让我也忍不住想哭，深深地打动了我的心。<br>虽然情况很糟，但我相信大家一定能完成。<br>愿法姆小姐她们能笑着回来。		
みなさん、本当に、ほんとーーにっ、お疲れさまでした！<br>無事にプレゼントを配り終えたと聞いて、うるっと来ちゃいました。<br>えへへ、泣きすぎですかね、わたし。さあ、温かい紅茶を用意していますよ。ゆっくり、冷えた体を温めてください。	各位，真的，真的——辛苦了！<br>听说顺利送完了礼物，我眼眶都热了。<br>诶嘿嘿，我是不是哭太多了。来，我准备了热红茶。请慢慢温暖冰冷的身子。		
冥界の子供たちみんなにプレゼントが配り切れてよかったです。<br>これもファムさんとナジャさんのガッツのおかげですね！　<br>そういえばベアトリーチェさんから手紙をもらったんです！<br>開けてみますね。なになに……プレゼント配りで不甲斐なかったつる植物には、特別鍛練のプレゼント！？　……えっ、今からですか？？	冥界的孩子们都收到了礼物，真是太好了。<br>这也多亏了法姆小姐和娜迦小姐的干劲！<br>说起来，我收到了贝阿特丽切小姐的信！<br>我打开看看。什么什么……给在送礼中表现不佳的藤蔓植物，特别锻炼的礼物！？……诶，现在开始吗？？		
クリスマスにまつわる思い出がたくさん見えますね。<br>こちらは仕事の都合で受け取れなかったプレゼントの記憶。あちらには冷めちゃった七面鳥とケーキの記憶。<br>……つ、辛いです。ですがっ、これから楽しいクリスマスを過ごすためにわたしたちで受け止めて、思い出に昇華させましょう。<br>みなさん、お手伝いお願いします！	看到了很多关于圣诞节的回忆。<br>这边是因为工作关系没能收到的礼物的记忆。那边是变冷了的火鸡和蛋糕的记忆。<br>……好、好难受。但是，为了今后能度过快乐的圣诞节，我们来接受它们，升华为回忆吧。<br>各位，请帮忙！		
アシュリーさんとフランチェスカさん、人間界に行ったんですか？　ああ、勉強したいダンスがあるんですね。あれ？　だったらどうしてアシュリーさんも一緒に？　……あやしい。濃密なアレの気配がしますよ。これはちょっと追いかけないといけませんね。	阿修莉小姐和弗兰切斯卡小姐，去人间界了吗？啊，有想学习的舞蹈呢。咦？那为什么阿修莉小姐也一起？……可疑。感觉到浓密的那个的气息。看来得稍微跟踪一下呢。		
明けましておめでとうございます、冥王さま！<br>今年もいい１年になるといいですねえ。<br>というわけで、みんなでトミクニにハツモウデ<br>にやってきましたよ。冥王さまは何をお願いし<br>ますか？　わたしはもちろんラブ＆ピース！	新年快乐，冥王大人！<br>希望今年也是美好的一年。<br>于是，大家一起来到富国进行新年参拜。冥王大人您许什么愿？我当然是Love & Peace！		
ウィルさーん、どこ行ったんですかー？　迷子<br>になっちゃいますよー？<br>海の方に行ってみましょうか。ウィルさんのこ<br>とですから海の水が恋しくなったのかもしれま<br>せん。あ、本人が聞いたら怒りますから内緒に<br>しておいてください。	薇尔小姐——，您去哪了——？会迷路的哦——？<br>我们去海边看看吧。以薇尔小姐的性格，可能是想海里的水了。啊，被她本人听到会生气的，请保密。		
ウィルさんが小さなドラゴンを抱いてるんです<br>けど、これは？　個人的な感想なんでが、ドラ<br>ゴンが出てくると、なーんかトラブルに巻き込<br>まれる気がするんですよね。いやいや、あくま<br>で個人的な感想ですよ？	薇尔小姐抱着一条小龙，这是？个人感想是，总觉得龙出现就会卷入什么麻烦。不不，这只是个人感想哦？		
あらー、子龍さん、お母さんとはぐれちゃった<br>んですね。冥王さま、わたしたちの力で島に送<br>り届けてあげましょう。お正月に人助けをした<br>ら、きっといい１年になりますよ。さあ、島を<br>目指してレッツゴー！	哎呀——，小龙，和妈妈走散了呢。冥王大人，我们靠自己的力量送它回岛上吧。正月里帮助别人，一定会迎来好的一年。来，以岛为目标Let's Go！		
ウィルさん、すっかり子龍さんに懐かれちゃい<br>ましたね。ウィルさんは一見ドライですけど、<br>本当はすごく優しいですよね。子供にはそのへ<br>んが一発でわかるんじゃないでしょうか。ウィ<br>ルさんがお母さんになるところ、見てみたい気<br>もします。	薇尔小姐，完全被小龙亲近了呢。薇尔小姐虽然看起来冷淡，但其实非常温柔。孩子应该能一眼看穿这一点吧。我有点想看薇尔小姐当妈妈的样子。		
ドラゴニア、セイレーナ、ヴァンピール……古<br>の種族だなんて初めて聞きました。でも、それ<br>を言ったら《天上人》なんて一番古いですし、<br>わたしだって負けてませんよ。冥王さま、最古<br>の種族同士ずっとずっと仲良くしていきましょ<br>うね……なんちゃってー！	龙人族、塞壬、吸血族……古老的种族我还是第一次听说。但是，这么说的话《天上人》才是最古老的，我也不输哦。冥王大人，最古老的种族之间一直一直好好相处吧……开玩笑啦——！		
神龍さんはどんな気持ちで子龍さんを突き放し<br>たんでしょうか？　シャロンさんの意見が正し<br>いのか、ウィルさんの読みが正解なのか、わた<br>しにはわかりません。ま、ひとまず子龍さんを<br>応援しましょう！　頑張れー！	神龙先生是怀着怎样的心情推开小龙的呢？是夏隆小姐的意见对，还是薇尔小姐的解读对，我不知道。嘛，总之先支持小龙吧！加油——！		
子龍さん、無事に新しい神龍さんにクラスアッ<br>プできて良かったですね。さて、ジンジャに<br>帰って結果を報告しましょう。いったいどんな<br>ご褒美がもらえるんでしょうか？　金銀財宝？<br>すごいご馳走？　今から夢が広がります。今年<br>は春から気分がいいですね、冥王さまっ！	小龙，顺利升级成新的神龙了，真是太好了。好了，回金加报告结果吧。会得到什么样的奖励呢？金银财宝？超级美食？现在就开始浮想联翩。今年从春天开始心情就很好呢，冥王大人！		
子龍さん、無事に立派な姿になれて良かったで<br>すね！　そういえば、冥王さま。シャロンさん<br>たちが引き直したオミクジがまたダイキョウ<br>だったみたいで……もしかしたら、今日はツイ<br>てないのかも……？　「スラッ！」と思ったら<br>急に目の前に縁起のよさそうなスライムさんた<br>ちがっ。これは倒せ、ということでしょうか？	小龙，顺利变成了出色的样子，真是太好了！说起来，冥王大人。夏隆小姐她们重新抽的神签好像又是大凶……也许今天运气不好……？“史莱！”刚这么想，眼前突然出现了看起来吉祥的史莱姆们。这是说，打倒它们吗？		
め、冥王さま！　お願いですから手を離さない<br>で下さいねっ、転んじゃいますから！　それに<br>してもポリンさんとコトさん。さすがの運動神<br>経ですね。わたしなんか１人で立つことすらで<br>きないのですが……。「スラッ！」って、スラ<br>イムさん今はこないでー！！　もうちょっとだ<br>け、滑れるようになるまで待っててください！	冥、冥王大人！求您不要放手，我会摔倒的！<br>话说回来，波琳小姐和琴小姐。真不愧是运动神经。我连一个人都站不稳……。“史莱！”喂，史莱姆现在别过来——！！请再稍微等我一下，直到我能滑起来！		
ウィルさんとレーナさんのお二人が奏でるメロ<br>ディ……とっても素晴らしいですね。思わず聴<br>き入ってしまいます。「ヨースラーッ！」スラ<br>イムさんたちもそう思いますか？　……って、<br>いいところだったのに邪魔しないで下さいよ！<br>もしかして、お２人の演奏に魅了されて甲板に<br>集まってきちゃったんでしょうか。	薇尔小姐和蕾娜小姐两人演奏的旋律……非常美妙呢。不由得听得入迷了。“哟——史莱！”史莱姆们也这么想吗？……啊，明明正到好处请不要打扰！难道是被两人的演奏迷住，聚集到甲板上来了吗？		
さあ、幻の南海カカーオが採れる島に着きまし<br>たよ！　くんくん。この独特な香りは……生の<br>カカーオ？　チョコレートとはまた違う不思議<br>な匂いがするんですねぇ「スラッ！」って、<br>さっそくモンスターさんが南海カカーオの樹に<br>群がって実を食べちゃってます。<br>あのっ、すいません。<br>わたしたちもカカーオが欲しいんです！	好了，我们到了能采到梦幻南海可可的岛上了！嗅嗅。这独特的香气是……生可可？和巧克力又不同，是不可思议的香味呢。“史莱！”啊，怪物们已经聚集到南海可可树上在吃果实了。<br>那个，不好意思。<br>我们也想要可可！		
都会の女……なんて素敵な響きなんでしょう。<br>わかってますよ、わたしには似合わないって。<br>どっちかって言ったら、わたしは土とお日様の<br>匂いがする女ですから。でも、奥さんにするな<br>らどっちって聞かれると逆に輝いてきません？	都市女子……多么美妙的音韵啊。我知道，不适合我。要说的话，我是散发着泥土和阳光气味的女人。但是，被问到要做妻子的话选哪个，反而会觉得闪亮起来不是吗？		
ティセさん、○○歳にしてはじめてのおつかい<br>です。ヴァルムバッハ王国の王都という、人間<br>界最大の都市で、果たして目的を達成できるで<br>しょうか！　お邪魔をしないよう、こっそり見<br>守りましょう。なんだかこっちの方が緊張して<br>きました。	缇赛小姐，在○○岁时第一次跑腿。在人间界最大的城市瓦尔姆巴赫王国的王都，究竟能否达成目的呢！为了不打扰她，我们悄悄地看着吧。反而觉得我更紧张了。		
人助けをして迷うなんてさすがティセさん。し<br>かも、期待通りに……こほん、不運なことに地<br>図までなくしてしまいました。でも、お遣い<br>は迷ってからが本番。ここからの経験が１人の<br>少女を都会の女に変えていくのです。	帮助别人然后迷路，真不愧是缇赛小姐。而且，正如期待的那样……咳咳，不幸的是连地图都弄丢了。但是，跑腿正是从迷路开始才是关键。从这里开始的经历，会改变一个少女，让她成为都市女子。		
見事に踏んだり蹴ったりですね。野良犬にまで<br>翻弄されてティセさんが不憫でなりません。な<br>んとか無事にハッピーエンドを迎えてほしいん<br>ですが、撮れ高的にはもうちょっとほしいとい<br>う、実に悩ましい展開。世界樹よ、ティセさん<br>をお救いください。	真是祸不单行。被野狗捉弄，缇赛小姐实在可怜。虽然希望她能平安迎来Happy End，但从节目效果来看，还想要再多一点，真是令人烦恼的展开。世界树啊，请拯救缇赛小姐。		
エルミナさんがあんなに輝いて見えるなんて驚<br>きです。お遣いも無事に済んでよかったです。<br>あれ？　今度は森に行く約束をしたみたいです<br>ね。目的地はすごい秘境みたいですけど、ティ<br>セさんがいれば心配ないでしょう。珍しいペア<br>ですし、どんな展開になるか楽しみですね。	艾尔米娜小姐看起来那么闪耀，真是令人惊讶。跑腿顺利完成了，太好了。<br>咦？好像约好了下次去森林呢。目的地似乎是个很棒的秘境，但有缇赛小姐在就没问题吧。是罕见的组合，会变成怎样的展开呢，真期待。		
さすが森はホームグラウンド。ティセさんが生<br>き生きしています。もはや森に生き字引って感<br>じですね。逆に今度はエルミナさんの方がポン<br>コツになってて面白いです。ティセさんの忍耐<br>力が限界を迎えなければいいですけど……。	真不愧是森林主场。缇赛小姐充满活力。简直就像森林的活字典呢。反过来，这次是艾尔米娜小姐变得笨拙，很有趣。只要缇赛小姐的忍耐力不要到极限就好了……。		
ティセさんの気持ち、よくわかります。《アイ<br>リス》って自分の道を極めてる人が多いじゃな<br>いですか？　そういう人って、すっごく眩しく<br>て素敵なんですよね。わたしは真似できません<br>けど。まあ、わたしはわたしの道を進むだけで<br>す。はっはっは！	我很理解缇赛小姐的心情。《爱丽丝》里，不是有很多在自己道路上钻研的人吗？那些人，非常耀眼而优秀呢。虽然我模仿不来。嘛，我只是走我自己的路。哈哈哈！		
ティセさんとエルミナさん、素晴らしい時間を<br>過ごせたみたいです。どうしてわかるかって？<br>そりゃもう、帰ってきてからの２人を見ればわ<br>かりますよ。わたし、そういうのの専門家です<br>から。ティセさんが都会の女になれたかはとも<br>かく、一皮向けたのは確かみたいですね。<br>めでたし、めでたし。	缇赛小姐和艾尔米娜小姐，似乎度过了美好的时光。为什么知道？那还用说，看回来后的两人就知道了。我可是这方面的专家。先不管缇赛小姐是否成为了都市女子，但确实蜕了一层皮呢。<br>可喜可贺，可喜可贺。		
